,date,title,prob_1,prob_5,prob_10,prob_20
16870,2015.04.29 16:17,삼성전자 1분기 영업익 6조…실적 반등 비결은?,55.0,60.0,65.0,70.0
16871,2015.04.29 12:21,1억에 3채 ‘동탄 헤리움’ 오피스텔! 삼성전자 정문 앞 입지 대박행진!,50.0,55.0,60.0,65.0
16872,2015.04.29 10:42,"[컨콜] 삼성전자 “삼성페이, 하반기 한국·미국서 개시”",50.0,55.0,60.0,65.0
16873,2015.04.29 10:42,"[컨콜] 삼성전자 “갤럭시S6 엣지, 2분기에 공급 부족 개선될 것”",50.0,55.0,60.0,65.0
16874,2015.04.29 10:42,"[컨콜] 삼성전자 “갤럭시S6, 전작 S5 판매량 뛰어넘을 것”",50.0,55.0,60.0,65.0
16875,2015.04.29 10:41,"[컨콜] 삼성전자 “1분기 휴대폰 판매 9900만대, TV 980만대”",50.0,55.0,60.0,65.0
16876,2015.04.29 10:00,"삼성전자, 스마트폰·반도체 선전으로 1분기 실적 양호",55.0,60.0,65.0,70.0
16877,2015.04.29 09:08,"삼성전자, 1분기 영업익 5조9794억…전년比 29.6%↓(상보)",55.0,60.0,65.0,70.0
16878,2015.04.29 08:42,삼성전자 디스플레이 부문 1분기 매출 6.9조...영업익 5200억(7보),55.0,60.0,65.0,70.0
16879,2015.04.29 08:41,삼성전자 반도체 부문 1분기 매출 10.3조...영업익 2조9300억(6보),55.0,60.0,65.0,70.0
16880,2015.04.29 08:40,삼성전자 IM 부문 1분기 매출 25.9조...영업익 2조7400억(5보),55.0,60.0,65.0,70.0
16881,2015.04.29 08:39,삼성전자 CE 부문 1분기 매출 10.3조...영업적자 1400억(4보),45.0,50.0,55.0,60.0
16882,2015.04.29 08:36,삼성전자 1분기 순이익 4조6258억…전년比 38.9%↓(3보),45.0,50.0,55.0,60.0
16883,2015.04.29 08:34,"삼성전자, 1분기 매출 47조1179억…전년比 12.2%↓(2보)",45.0,50.0,55.0,60.0
16884,2015.04.29 08:33,"삼성전자, 1분기 영업익 5조9794억…전년比 29.6%↓(1보)",45.0,50.0,55.0,60.0
16885,2015.04.30 20:51,"삼성전자, 네팔에 구호물품",50.0,55.0,60.0,65.0
16886,2015.04.30 17:14,삼성전자 비밀프로젝트 `노블` 의 정체는,50.0,55.0,60.0,65.0
16887,2015.04.30 15:42,"삼성전자, 화이트 UHD TV 출시",50.0,55.0,60.0,65.0
16888,2015.04.30 11:36,"삼성전자, 파워봇 ‘폭풍 선물’ 캠페인 시행",50.0,55.0,60.0,65.0
16889,2015.05.04 17:06,[IR52 장영실상] 삼성전자·GST / 디스플레이 접착용 모듈 설비,60.0,70.0,80.0,85.0
16890,2015.05.04 16:08,신종균 삼성전자 사장 “S6 잘나가고 있어요”,75.0,80.0,85.0,90.0
16891,2015.05.04 14:33,"삼성전자, 갤럭시 S6 아이언맨 폰 이달 내 출시 “레드 컬러의…”",70.0,75.0,80.0,85.0
16892,2015.05.04 14:17,"삼성전자, 갤럭시S6 아이언맨 폰 내놓는다",65.0,70.0,75.0,80.0
16893,2015.05.05 18:13,자체 칩만 쓰는 삼성전자···퀄컴 ‘사면초가’,50.0,60.0,70.0,75.0
16894,2015.05.06 16:37,"삼성전자, 맹기용 셰프와 `스마트오븐 소셜 테이블` 진행",55.0,65.0,75.0,80.0
16895,2015.05.06 13:57,"삼성전자, 갤럭시S6용 `삼성 기어 VR` 출시",70.0,75.0,80.0,85.0
16896,2015.05.06 11:01,"삼성전자, 갤럭시S6용 가상현실 기기 ‘기어 VR’ 출시",70.0,75.0,80.0,85.0
16897,2015.05.06 09:34,"삼성전자, 메모리카드 사업 고성능 위주로 재편",60.0,70.0,75.0,80.0
16898,2015.05.07 15:28,"삼성전자, 빌트인 가전 확 키운다",65.0,70.0,75.0,80.0
16899,2015.05.07 11:39,"삼성전자, 평택에 세계 최대 반도체 생산라인 착공",70.0,75.0,80.0,85.0
16900,2015.05.07 10:55,"삼성전자, 프리미엄 가전 ‘셰프컬렉션 빌트인’ 국내 출시",65.0,70.0,75.0,80.0
16901,2015.05.07 08:40,中은행들 세계 `톱4` 싹쓸이…삼성전자는?,55.0,65.0,75.0,80.0
16902,2015.05.08 16:16,정용진 부회장 삼성전자 주식 590억 매각,50.0,60.0,70.0,75.0
16903,2015.05.08 16:05,삼성 전자계열 설비투자 늘린다,60.0,70.0,75.0,80.0
16904,2015.05.08 14:17,"더미디어스토리, 삼성전자 디지털매거진 `페이퍼가든` 서비스",55.0,65.0,75.0,80.0
16905,2015.05.08 09:22,"삼성전자, SUHD TV로 위성 HDR UHD 세계 최초 시연",70.0,75.0,80.0,85.0
16906,2015.05.10 17:48,삼성전자 대규모 투자에 평택 부동산 `들썩`,65.0,70.0,75.0,80.0
16907,2015.05.10 17:40,[부음] 최병석씨(삼성전자 상생협력센터 부사장) 모친상,50.0,60.0,70.0,75.0
16908,2015.05.12 17:41,"삼성전자, 짐바브웨에 TV·냉장고 조립공장",65.0,70.0,75.0,80.0
16909,2015.05.12 17:28,삼성전자 배당덕에…삼성생명 순익 13%↑,70.0,75.0,80.0,85.0
16910,2015.05.12 16:40,"삼성전자, 사물인터넷 플랫폼 ‘아틱’ 공개 임박",65.0,70.0,75.0,80.0
16911,2015.05.12 10:50,"삼성전자, 스마트카메라 NX1 무료 대여 이벤트 실시",60.0,70.0,75.0,80.0
16912,2015.05.12 08:45,"이재용 삼성전자 부회장, 엑소르 이사회 참석차 유럽 방문",55.0,65.0,75.0,80.0
16913,2015.05.13 15:55,"가연웨딩, 삼성카드·전자와 ‘웨딩&혼수 박람회’ 개최",60.0,70.0,75.0,80.0
16914,2015.05.13 14:50,"삼성전자, B2B 엔터프라이즈 솔루션 데이 개최",55.0,65.0,75.0,80.0
16915,2015.05.14 16:35,"국내 상장사, 작년 외국인에 6조원 배당…삼성전자 1조8000억원 지급",70.0,75.0,80.0,85.0
16916,2015.05.14 15:49,"삼성전자, LTE 재난망 장비개발 중기와 손잡는다",65.0,70.0,75.0,80.0
16917,2015.05.14 14:20,"삼성전자, 재난안전망 사업서 중소기업 상생 협약",60.0,70.0,75.0,80.0
16918,2015.05.14 11:31,"삼성전자, 스마트 사이니지 포럼 개최",55.0,65.0,75.0,80.0
16919,2015.05.15 08:41,"이재용 삼성전자 부회장, 삼성생명공익재단·삼성문화재단 이사장 선임",70.0,75.0,80.0,85.0
16920,2015.05.17 15:13,"삼성전자서비스 임직원, 전국서 재능기부 봉사",60.0,70.0,75.0,80.0
16921,2015.05.17 09:21,"한국, 브랜드 가치 세계 순위서 삼성전자 7위 올라…여권 영향력 순위는 자그마치 2위?",65.0,70.0,75.0,80.0
16922,2015.05.18 17:09,삼성전자·SK이노·현대重…2분기 실적호조 예상,70.0,75.0,80.0,85.0
16923,2015.05.18 15:40,"씨티銀, 삼성전자 위안화 네팅 솔루션 제공",65.0,70.0,75.0,80.0
16924,2015.05.18 15:30,평창에 삼성전자가 뜬다,60.0,70.0,75.0,80.0
16925,2015.05.18 12:27,"씨티銀, 삼성전자에 세계 첫 위안화 네팅솔루션 서비스",65.0,70.0,75.0,80.0
16926,2015.05.19 17:44,"""제2 삼성전자, 화장품에서 나올것""",55.0,65.0,75.0,80.0
16927,2015.05.19 14:09,모디 인도 총리와 면담한 신종균 삼성전자 사장,70.0,75.0,80.0,85.0
16928,2015.05.20 13:15,"500대 기업실적, 삼성전자·현대차·기아차·한국가스공사 등 경영실적 ‘매출 감소’",50.0,60.0,70.0,75.0
16929,2015.05.21 20:29,[부음] 김득근씨(삼성전자 상무) 장인상,50.0,60.0,70.0,75.0
16930,2015.05.21 20:12,잠실구장 찾은 삼성전자 이재용 부회장 `어머님과 함께 관람` [MK포토],60.0,70.0,75.0,80.0
16931,2015.05.21 20:03,잠실구장 찾은 삼성전자 이재용 부회장 `어머님과 함께 관람` [MK포토],60.0,70.0,75.0,80.0
16932,2015.05.21 17:26,실적개선 전망에도 힘 못내는 삼성전자,55.0,65.0,75.0,80.0
16933,2015.05.21 16:44,"삼성전자, 실적개선에도 주가는 흐물흐물",55.0,65.0,75.0,80.0
16934,2015.05.21 15:30,"삼성전자, 협력사 초청해 ‘상생협력 소통의 장’ 개최",60.0,70.0,75.0,80.0
16935,2015.05.22 08:33,"삼성전자 이재용 부회장, 홍라희 여사와 잠실구장 방문 `화제`…삼성은 2연승",60.0,70.0,75.0,80.0
16936,2015.05.26 19:31,"삼성전자·SDS 합치는 방안도…생명, 지주회사 전환 속도내나",65.0,70.0,75.0,80.0
16937,2015.05.26 19:29,`통합 삼성물산` 5년내 연매출 60조…전자·금융과 新삼성 3대축,65.0,70.0,75.0,80.0
16938,2015.05.26 11:31,"삼성전자, 갤럭시S6 엣지 아이언맨 에디션 공개…국내서 1000대 예약판매",70.0,75.0,80.0,85.0
16939,2015.05.27 19:45,삼성전자스토어 ‘갤럭시S6 아이언맨’ 가격 美서 364만원 까지 ‘대박’,65.0,70.0,75.0,80.0
16940,2015.05.27 16:55,삼성전자스토어 `갤럭시s6 아이언맨` 가격 美서 세 배나 `껑충`,65.0,70.0,75.0,80.0
16941,2015.05.27 16:36,"갤럭시s6 아이언맨 에디션, 삼성전자 스토어 접속 폭주로 서버 마비 ‘폭발적 반응’",65.0,70.0,75.0,80.0
16942,2015.05.27 15:18,삼성전자 스토어 `갤럭시s6 아이언맨` 한정 판매…`역대급 비주얼`,60.0,70.0,75.0,80.0
16943,2015.05.27 14:44,"삼성전자, ‘갤럭시S6엣지 아이언맨’ 선착순 판매 개시",65.0,70.0,75.0,80.0
16944,2015.05.27 14:31,삼성전자 갤럭시s6 아이언맨 한정판매…`내 손에 웬 오징어가`,60.0,70.0,75.0,80.0
16945,2015.05.27 14:03,"삼성전자 갤럭시s6 아이언맨 에디션, 1000대 한정…수트 모티브 강렬한 레드 컬러 ‘눈길’",65.0,70.0,75.0,80.0
16946,2015.05.27 14:03,삼성전자 갤럭시s6 아이언맨 27일 선착순 판매…`어제 아이폰 샀는데…`,60.0,70.0,75.0,80.0
16947,2015.05.27 11:00,갤럭시s6 아이언맨 1000대 한정 판매…삼성전자 스토어에 가면,60.0,70.0,75.0,80.0
16948,2015.05.27 10:42,"삼성전자 갤럭시s6 아이언맨, 오늘부터 판매 시작…수트 대신 ‘대리만족’ 기대감 ‘UP’",65.0,70.0,75.0,80.0
16949,2015.05.27 09:40,"[Hot-Line] 제일모직·삼성전자, 합병에 이틀째 급등",65.0,70.0,75.0,80.0
16950,2015.05.28 19:23,"이산화탄소 누출 사망사고, 삼성전자 무혐의",55.0,65.0,75.0,80.0
16951,2015.05.28 17:28,[부음] 박정훈씨(삼성전자 과장) 모친상,50.0,60.0,70.0,75.0
16952,2015.05.28 16:17,"검찰, ‘이산화탄소 배출 사망사고’ 삼성전자 불기소",55.0,65.0,75.0,80.0
16953,2015.05.28 15:15,삼성전자 2015년형 인버터제습기 출시,60.0,70.0,75.0,80.0
16954,2015.05.28 10:29,[부고] 박정훈 (삼성전자 과장) 모친상,50.0,60.0,70.0,75.0
16955,2015.05.28 03:55,갤럭시s6 아이언맨 에디션이 국내에도? 삼성전자 “27일부터 예약판매”,60.0,70.0,75.0,80.0
16956,2015.05.29 08:44,[MK 추천매물] 평택 삼성전자 인근 공장용지 36억원,60.0,70.0,75.0,80.0
16957,2015.05.31 17:35,[MK 추천매물] 평택 삼성전자 인근 공장용지 36억원,60.0,70.0,75.0,80.0
16958,2015.05.31 17:27,`저평가` 삼성전자 반등은 언제?,55.0,65.0,75.0,80.0
16959,2015.05.31 17:12,저평가된 삼성전자 지금 사야하나?,55.0,65.0,75.0,80.0
16960,2015.06.01 11:07,"삼성전자, PS-LTE 기반 재난안전통신망 세계 최초 시연",65.0,70.0,75.0,80.0
16961,2015.06.01 04:01,"차문중 KDI 박사, 삼성전자 고문으로",60.0,70.0,75.0,80.0
16962,2015.06.02 16:43,"삼성전자, 자유학기제 활성화 위해 교육부와 협력",60.0,70.0,75.0,80.0
16963,2015.06.02 10:36,이건희 삼성전자 회장 재활 치료에 전념 中…야구 관람 즐겨,55.0,65.0,75.0,80.0
16964,2015.06.03 20:49,"삼성전자 ""SDS와 합병계획 없다""",60.0,70.0,75.0,80.0
16965,2015.06.03 17:06,[Talk 터놓는 경제] 삼성전자 주가를 읽는 법,60.0,70.0,75.0,80.0
16966,2015.06.03 16:52,삼성전자 “삼성SDS와의 합병 계획 전혀 없다”,60.0,70.0,75.0,80.0
16967,2015.06.03 16:33,"삼성전자 ""삼성SDS와의 합병 계획 전혀 없다""(속보)",60.0,70.0,75.0,80.0
16968,2015.06.03 15:23,"삼성전자, 9월 삼성페이·갤럭시노트5 동시 출시",65.0,70.0,75.0,80.0
16969,2015.06.03 11:38,"삼성전자 스마트 TV 중남미 디지털 캠페인, 조회수 1.5억 돌파",60.0,70.0,75.0,80.0
16970,2015.06.04 17:19,5% 상승 삼성전자 제자리 찾나,55.0,65.0,75.0,80.0
16971,2015.06.04 11:01,"삼성전자, 청소기 ‘모션싱크’ 출시 2주년 기념 행사",60.0,70.0,75.0,80.0
16972,2015.06.04 09:39,[Hot-Line] 삼성전자 “삼성SDS 합병 안한다”…삼성전자↑·삼성SDS↓,60.0,70.0,75.0,80.0
16973,2015.06.04 09:27,"코스피, 사흘 만에 반등…삼성전자 4%↑",65.0,70.0,75.0,80.0
16974,2015.06.05 16:08,"현대모비스·삼성전자·SK텔레콤, 엘리엇發 공포로 떨고있나",55.0,65.0,75.0,80.0
16975,2015.06.08 11:06,"삼성전자, 이브 베하 디자인한 82인치 SUHD TV 출시",60.0,70.0,75.0,80.0
16976,2015.06.09 10:15,"[Hot-Line]삼성전자, 2Q실적 전망 엇갈리며 약세",60.0,70.0,75.0,80.0
16977,2015.06.09 08:47,"[Hot-Line]“삼성전자, 반도체 호조·갤럭시S6 출시로 2분기 실적개선”",65.0,70.0,75.0,80.0
16978,2015.06.10 15:29,삼성전자-유니버셜픽쳐스 ‘쥬라기 월드’ 공동 마케팅,65.0,70.0,75.0,80.0
16979,2015.06.10 15:29,"삼성전자, 2015년형 초고화질 UHD 모니터 국내 출시",65.0,70.0,75.0,80.0
16980,2015.06.10 14:56,"삼성전자, 2015년형 초고화질 UHD 모니터 국내 출시",65.0,70.0,75.0,80.0
16981,2015.06.10 14:29,"삼성전자, ‘화질의 끝판왕’ 모니터 내놨다",60.0,70.0,75.0,80.0
16982,2015.06.10 14:18,"“아이언맨 이어 공룡 폰 나오나” 삼성전자, 쥬라기 월드 공동 마케팅",60.0,70.0,75.0,80.0
16983,2015.06.11 17:35,외국인 빠지는 삼성전자…4일연속 하락,55.0,65.0,75.0,80.0
16984,2015.06.12 17:16,[Cover Story] 제2의 삼성전자 꿈꾸는 ‘K뷰티’ 화장품,55.0,65.0,75.0,80.0
16985,2015.06.12 11:01,"삼성전자, 무더위 맞아 에어컨 생산 박차",60.0,70.0,75.0,80.0
16986,2015.06.14 10:03,[부음] 이인용씨(삼성전자 커뮤니케이션팀 사장) 형님상,55.0,65.0,75.0,80.0
16987,2015.06.15 19:56,"삼성전자 수원사업장 직원, 메르스 확진 판정…""방역 강화할 것""",55.0,65.0,75.0,80.0
16988,2015.06.15 17:21,"삼성전자, 반바지 근무 추진",65.0,70.0,75.0,80.0
16989,2015.06.15 17:07,"삼성전자 수원사업장 직원, 메르스 확진…‘긴장 고조’",10.0,20.0,30.0,40.0
16990,2015.06.15 16:50,"삼성전자 수원사업장 직원, 메르스 확진 판정…“접촉 직원 자택격리 조치”",5.0,15.0,25.0,35.0
16991,2015.06.15 16:05,올 여름 반바지 입은 삼성전자 직원 볼 수 있을까,5.0,10.0,15.0,20.0
16992,2015.06.15 10:43,삼성전자 수원사업장 직원도 메르스 확진판정…접촉 직원들 자택격리,10.0,20.0,30.0,40.0
16993,2015.06.16 17:18,[김세형 칼럼] 삼성전자를 겨냥한 상황도 올까,5.0,10.0,15.0,20.0
16994,2015.06.16 11:53,삼성도·LG도 아닌…동부대우전자가 일냈다,5.0,10.0,15.0,20.0
16995,2015.06.17 16:30,"삼성전자, 2015 디자인 삼성 아이디어 페스티벌 공모전 시작",15.0,25.0,35.0,45.0
16996,2015.06.17 14:46,"삼성전자, SUHD TV 출시 3개월만에 국내 판매 1만대 돌파",20.0,30.0,40.0,50.0
16997,2015.06.17 14:38,"삼성전자, `2015 삼성 투모로우 솔루션` 개최",15.0,25.0,35.0,45.0
16998,2015.06.18 15:03,"삼성전자, 美 방송사 그룹과 차세대 방송 표준 협력",10.0,20.0,30.0,40.0
16999,2015.06.18 11:19,"삼성전자, 인버터 컴프레서 무상보증 기간 10년으로 확대",10.0,15.0,20.0,25.0
17000,2015.06.18 11:01,"삼성전자, 제일모직과 액티브워시·빈폴 공동 마케팅 실시",10.0,20.0,30.0,40.0
17001,2015.06.18 04:08,"삼성전자, 미세먼지까지 잡는 `김연아 에어컨`…에지 디자인은 덤",15.0,25.0,35.0,45.0
17002,2015.06.19 21:54,메르스 감염 삼성전자 직원 완치…퇴원,5.0,10.0,15.0,20.0
17003,2015.06.20 11:28,이재용 삼성전자 부회장 “메르스 확산 죄송…최대한 빨리 사태 마무리할 것”,5.0,15.0,25.0,35.0
17004,2015.06.22 17:14,"올 중간배당, 삼성전자·현대차 등 31개社",10.0,20.0,30.0,40.0
17005,2015.06.22 17:03,[IR52 장영실상] 삼성전자 / 64GB 적층 TSV 기반 DDR4 D램모듈,10.0,15.0,20.0,25.0
17006,2015.06.23 13:24,고개숙인 이재용 삼성전자 부회장,5.0,10.0,15.0,20.0
17007,2015.06.23 11:40,고개숙인 이재용 삼성전자 부회장,5.0,10.0,15.0,20.0
17008,2015.06.23 09:24,"[Hot-Line] 삼성전자, 11거래일 만에 130만원 회복",15.0,25.0,35.0,45.0
17009,2015.06.24 17:17,삼성전자·현대차 등 주요기업,10.0,20.0,30.0,40.0
17010,2015.06.24 15:54,"삼성전자, 2015 광주 하계유니버시아드 옥외광고 설치",10.0,15.0,20.0,25.0
17011,2015.06.24 04:12,삼성전자 `셰프 컬렉션` 산지의 맛을 식탁으로 고스란히,10.0,20.0,30.0,40.0
17012,2015.06.24 04:11,삼성전자 `지펠아삭 M9000` 한겨울 김장독서 꺼낸듯 `아삭아삭`,10.0,15.0,20.0,25.0
17013,2015.06.24 04:09,삼성전자 `스마트에어컨 Q9000` 온도·습도·청정도…공기관리 해결사,15.0,25.0,35.0,45.0
17014,2015.06.24 04:07,삼성전자 `청소기 모션싱크` 미세먼지 배출 99%차단 알레르기 예방,10.0,20.0,30.0,40.0
17015,2015.06.24 04:06,삼성전자 `갤럭시S6·갤럭시S6엣지` 세계가 놀란 갤럭시 혁신의 집약체,15.0,25.0,35.0,45.0
17016,2015.06.24 04:05,삼성전자 `SUHD TV` 콘텐츠 분석해 영상을 더 선명하게,20.0,30.0,40.0,50.0
17017,2015.06.24 04:04,삼성전자 `스마트복합기 멀티익스프레스7` 쿼드코어CPU 장착…분당 60매 출력,15.0,25.0,35.0,45.0
17018,2015.06.24 04:03,삼성전자 `스마트카메라 NX1` 날아오는 야구공도 정확하게 `찰칵`,10.0,20.0,30.0,40.0
17019,2015.06.25 15:49,"LG유플러스-삼성전자, 5G 기술개발 손잡는다",10.0,15.0,20.0,25.0
17020,2015.06.25 13:56,"LG유플러스-삼성전자, 5G 공동 기술개발 나선다",10.0,15.0,20.0,25.0
17021,2015.06.25 13:27,"삼성전자, 모스크바서 갤럭시S6 엣지 스페셜 에디션 자선경매",10.0,20.0,30.0,40.0
17022,2015.06.25 11:01,"삼성전자·SKT, 차세대 네트워크용 핵심 장비 공동 개발",10.0,15.0,20.0,25.0
17023,2015.06.26 15:54,삼성전자 여성인력 절반 육박…女임원은 4.2% 그쳐,5.0,10.0,15.0,20.0
17024,2015.06.28 18:40,"삼성전자·제일기획, 칸 광고제 휩쓸어",10.0,20.0,30.0,40.0
17025,2015.06.28 17:20,"삼성전자·제일기획, 칸광고제 27개 수상",15.0,25.0,35.0,45.0
17026,2015.06.28 17:11,"삼성전자 칸 라이언즈, 단순 제품 광고가 아닌 마케팅 캠페인…어떤 내용인가 보니",10.0,20.0,30.0,40.0
17027,2015.06.28 16:02,"삼성전자, 칸 광고제 휩쓸어…`룩앳미` 캠페인 주목받아",15.0,25.0,35.0,45.0
17028,2015.06.28 15:29,삼성전자 칸 라이언즈에서 27개상 수상…칸 라이언즈가 뭐길래?,15.0,25.0,35.0,45.0
17029,2015.06.28 14:21,"삼성전자 칸 라이언즈, 총 27개상 수상…‘룩앳미’ 캠페인 극찬",15.0,25.0,35.0,45.0
17030,2015.06.29 17:48,"삼성전자, 칸 라이언즈 휩쓸다…어떤 내용인가 보니",10.0,20.0,30.0,40.0
17031,2015.06.30 17:12,삼성전자 2분기 영업이익 예상밑도는 6조원대 후반,10.0,15.0,20.0,25.0
17032,2015.06.30 11:01,"삼성전자, 로봇청소기 ‘파워봇’ 신제품 3종 출시",10.0,20.0,30.0,40.0
17033,2015.06.30 06:46,삼성전자 내주 2분기 잠정실적 발표…7조대 영업이익 전망,10.0,15.0,20.0,25.0
17034,2015.06.30 04:01,[녹색경영대상] 유공자 산업부장관표창 / 김인기 삼성전자 과장,5.0,10.0,15.0,20.0
17035,2015.07.01 08:57,"[Hot-Line] “삼성전자, 2분기 영업이익 추정치 7조900억원 하향”",5.0,10.0,15.0,20.0
17036,2015.07.01 00:02,[사설] 삼성전자 육아휴직 혁명 기업 전반에 확산되길,5.0,10.0,15.0,20.0
17037,2015.07.02 17:24,"삼성전자 CEO들의 독려 ""위기의식과 도전정신으로 재무장하자""",10.0,20.0,30.0,40.0
17038,2015.07.02 16:30,"삼성전자, 200만원대 SUHD TV로 승부수",15.0,25.0,35.0,45.0
17039,2015.07.02 16:28,삼성전자 CEO들 독기 품었다,10.0,20.0,30.0,40.0
17040,2015.07.02 16:09,웨어러블 특허 삼성전자>퀄컴>애플 順,10.0,15.0,20.0,25.0
17041,2015.07.02 14:51,"삼성전자, 200만원대 SUHD TV 출시로 본격 판매 확대",15.0,25.0,35.0,45.0
17042,2015.07.06 23:01,"삼성전자, 초고속·대용량 SSD 출시",10.0,20.0,30.0,40.0
17043,2015.07.06 17:28,"[레이더P] `삼성저격수` 박영선, 삼성전자 M&A 막는 법안 발의",5.0,10.0,15.0,20.0
17044,2015.07.06 15:57,"삼성, 8일 상반기 성과급 지급…전자 성적 주목",5.0,10.0,15.0,20.0
17045,2015.07.06 11:04,[CEO LOUNGE] 승계 8부 능선 오른 이재용 삼성전자 부회장 | 새 시대 걸맞은 ‘스마트 리더십’ 기대,5.0,10.0,15.0,20.0
17046,2015.07.07 17:28,삼성전자 하반기 전망…갤S6·갤노트5 성공 여부가 변수,10.0,20.0,30.0,40.0
17047,2015.07.07 17:27,"삼성전자 2분기 실적, 스마트폰 판매 기대 못미쳐…반도체 3조대 회복, 영업익 6.9조",5.0,10.0,15.0,20.0
17048,2015.07.07 09:26,삼성전자 2분기 영업익 6.9조…예상치 다소 밑돌아(종합),5.0,10.0,15.0,20.0
17049,2015.07.07 09:11,"삼성전자, 2분기 영업익 6.9조원…반도체 선방",10.0,20.0,30.0,40.0
17050,2015.07.07 08:53,"삼성전자, 2분기 영업익 6.9조원…시장 다소 밑돌아",10.0,15.0,20.0,25.0
17051,2015.07.07 08:43,"삼성전자, 2분기 잠정 영업익 6.9조…전년比 4.03%↓(상보)",10.0,20.0,30.0,40.0
17052,2015.07.07 08:35,"삼성전자, 2분기 잠정 매출 48조...전년比 8.31%↓(2보)",10.0,15.0,20.0,25.0
17053,2015.07.07 08:34,"삼성전자, 2분기 잠정 영업익 6.9조...전년比 4.03%↓(1보)",10.0,20.0,30.0,40.0
17054,2015.07.07 04:01,[포토] 서울 서초동 삼성전자 본사 앞에서 흔들리는 깃발,5.0,10.0,15.0,20.0
17055,2015.07.08 17:16,"삼성전자, UHD TV 보상판매",10.0,20.0,30.0,40.0
17056,2015.07.08 14:56,"삼성전자, 셰프컬렉션 구매고객 대상 이벤트",10.0,15.0,20.0,25.0
17057,2015.07.08 11:10,"삼성전자, SUHD·UHD TV 보상 판매 실시",10.0,20.0,30.0,40.0
17058,2015.07.10 11:04,[MK 매물단신] 수익률15% 동탄신도시 삼성전자 앞 원룸 통매매,5.0,10.0,15.0,20.0
17059,2015.07.13 17:23,"삼성전자, 인사시스템 20년만에 바꾼다",10.0,20.0,30.0,40.0
17060,2015.07.13 17:13,"KTOP 30 출범, 삼성전자·네이버 등 국내대표株 구성",10.0,15.0,20.0,25.0
17061,2015.07.13 16:00,"삼성전자, 20년만에 인사제도 손보나",10.0,20.0,30.0,40.0
17062,2015.07.13 13:55,"삼성전자, 글로벌 패션 공모전 ITS서 갤럭시 어워드 시행",10.0,15.0,20.0,25.0
17063,2015.07.13 11:09,[레이더M] 무디스 “삼성전자 2분기 실적은 예상했던 범위”,5.0,10.0,15.0,20.0
17064,2015.07.14 17:54,[포토] 삼성전자 `밀크` 다운로드 400만 돌파,5.0,10.0,15.0,20.0
17065,2015.07.14 17:13,"中칭화유니, 美마이크론 인수 소식에 삼성전자·SK하이닉스 급락",5.0,10.0,15.0,20.0
17066,2015.07.14 16:50,"삼성전자, 리움과 갤럭시 탭A 디지털 워크북 프로그램 운영",10.0,20.0,30.0,40.0
17067,2015.07.14 16:45,삼성전기 선택과 집중…파워·튜너·전자가격표시기 분사,10.0,15.0,20.0,25.0
17068,2015.07.14 10:29,삼성전자 뮤직 서비스 ‘밀크’ 9개월만에 400만 다운로드,10.0,20.0,30.0,40.0
17069,2015.07.16 13:09,"삼성전자, 목걸이형 블루투스 헤드셋 ‘레벨 U’ 출시",10.0,15.0,20.0,25.0
17070,2015.07.17 13:10,"삼성물산-제일모직 합병…新 삼성물산, 전자에 이른 거대 회사로 자리잡나",10.0,20.0,30.0,40.0
17071,2015.07.20 16:48,[PEOPLE] 증시 기대주 떠오른 배도인 싸이맥스 사장 | 삼성전자 평택 15조 반도체 투자 수혜주,10.0,15.0,20.0,25.0
17072,2015.07.20 14:52,"삼성전자, `갤럭시 A8` 예약 판매 실시",10.0,20.0,30.0,40.0
17073,2015.07.20 14:21,삼성전자 냉장고 인기 모델 ‘T9000’ 기술 유출 시도 적발,5.0,10.0,15.0,20.0
17074,2015.07.20 14:20,‘전지현 냉장고’ 기술유출 前삼성전자 직원 2명 구속,5.0,10.0,15.0,20.0
17075,2015.07.20 11:01,"삼성전자, 셰프컬렉션 추천 ‘건강한 집밥 레시피’ 응모 이벤트",10.0,20.0,30.0,40.0
17076,2015.07.21 17:23,[포토] 대구창조경제센터 방문한 삼성전자 이재용 부회장,5.0,10.0,15.0,20.0
17077,2015.07.21 15:25,`삼성전자의 갤럭시 J5`,5.0,10.0,15.0,20.0
17078,2015.07.21 13:57,"삼성전자, 20만원대 셀카폰 ‘갤럭시 J5’ 출시",10.0,20.0,30.0,40.0
17079,2015.07.22 17:19,"삼성전자, 협력사 103곳에 사상 최대 인센티브 지급",10.0,20.0,30.0,40.0
17080,2015.07.22 14:45,"삼성전자, 반도체 협력사에 사상 최대 성과급",10.0,20.0,30.0,40.0
17081,2015.07.24 14:29,"“반도체 사업장 질병 권고안, 삼성전자 경영 침해”",5.0,10.0,15.0,20.0
17082,2015.07.24 10:41,[레이더M] 관심 커지는 삼성전자 경영권 방어전략은,5.0,10.0,15.0,20.0
17083,2015.07.26 22:21,"삼성전자, 中에 전문은행 설립 신청",5.0,10.0,15.0,20.0
17084,2015.07.26 17:16,삼성전자 부진에 삼성株펀드 5.7%↓,5.0,10.0,15.0,20.0
17085,2015.07.26 14:47,"삼성전자 울릉도고객, 서비스 받기 편해진다",5.0,10.0,15.0,20.0
17086,2015.07.27 17:12,"삼성전자 ""PC 모니터서 휴대폰 무선 충전을""",5.0,10.0,15.0,20.0
